close,high,low,bb_bbm,bb_bbh,bb_bbl,var,ema_3,ema_5,delta_1,delta_2,ret_3,equals_pct_5,atr_3,resultado,contexto,streak_lost
8654.5,8654.51,8654.49,8654.490000000002,8654.830000000016,8654.149999999987,2.0669316101196567e-05,8654.526921324472,8654.528371402883,-0.1000000000003638,0.0,1.1554816047310013e-05,0.0,0.1445648817486422,won,seguro,
8654.4,8654.41,8654.39,8654.475,8654.802871926231,8654.14712807377,1.9334418701025333e-05,8654.463460662235,8654.485580935256,-0.1000000000003638,-0.2000000000007276,-1.1554682535108718e-05,0.0,0.1330432544992888,won,seguro,
8654.5,8654.51,8654.49,8654.47,8654.793109888442,8654.146890111557,1.2657532727597744e-05,8654.481730331117,8654.49038729017,0.1000000000003638,0.0,-1.1554549026016048e-05,0.0,0.1253621696663865,lost,seguro,
8654.2,8654.210000000001,8654.19,8654.445000000002,8654.770422801923,8654.11957719808,1.933470592977014e-05,8654.340865165559,8654.393591526781,-0.2999999999992724,-0.1999999999989086,-3.466404760521513e-05,0.0,0.1869081131107546,won,seguro,
8654.3,8654.31,8654.289999999999,8654.43,8654.753109888445,8654.106890111556,1.933480167867902e-05,8654.32043258278,8654.362394351188,0.0999999999985448,-0.2000000000007276,-1.1554816047421037e-05,0.0,0.1612720754067574,won,seguro,
8654.2,8654.210000000001,8654.19,8654.414999999999,8654.75130343443,8654.078696565568,1.933482561597956e-05,8654.26021629139,8654.308262900793,-0.0999999999985448,0.0,-3.466404760521513e-05,0.0,0.1441813836040926,won,seguro,
8654.7,8654.710000000001,8654.69,8654.439999999999,8654.782928564004,8654.097071435994,3.4277524297871195e-05,8654.480108145695,8654.438841933863,0.5,0.4000000000014552,5.7775415405192376e-05,0.0,0.2661209224028012,won,seguro,
8654.6,8654.61,8654.59,8654.455,8654.798365694283,8654.111634305717,3.5047906134292456e-05,8654.540054072848,8654.492561289244,-0.1000000000003638,0.3999999999996362,3.466484868797082e-05,0.0,0.2140806149353948,won,seguro,
8654.3,8654.31,8654.289999999999,8654.45,8654.799284983947,8654.100715016055,3.504780049573912e-05,8654.420027036424,8654.42837419283,-0.3000000000010914,-0.4000000000014552,1.155508308081643e-05,0.0,0.2460537432906998,won,seguro,
8654.4,8654.41,8654.39,8654.454999999998,8654.798365694282,8654.111634305715,3.5047791692198755e-05,8654.410013518213,8654.418916128554,0.1000000000003638,-0.2000000000007276,-3.466324655976294e-05,0.0,0.2007024955273272,lost,seguro,
8654.5,8654.51,8654.49,8654.460000000001,8654.802928564006,8654.117071435996,3.4277326271913604e-05,8654.455006759106,8654.445944085703,0.1000000000003638,0.2000000000007276,-1.1554549026016048e-05,0.0,0.1704683303517455,won,seguro,
8654.2,8654.210000000001,8654.19,8654.46,8654.802928564004,8654.117071435994,2.3109365073799663e-05,8654.327503379554,8654.363962723803,-0.2999999999992724,-0.1999999999989086,-1.155494956250891e-05,0.0,0.2169788869009938,won,seguro,
8654.3,8654.31,8654.289999999999,8654.460000000001,8654.802928564006,8654.117071435996,2.531507764629752e-05,8654.313751689777,8654.342641815869,0.0999999999985448,-0.2000000000007276,-1.1554816047421037e-05,0.0,0.1813192579335836,won,seguro,
8654.2,8654.210000000001,8654.19,8654.43,8654.753109888445,8654.106890111556,2.066980868714469e-05,8654.256875844889,8654.295094543913,-0.0999999999985448,0.0,-3.466404760521513e-05,0.0,0.1575461719553101,lost,seguro,
8653.9,8653.91,8653.89,8654.4,8654.794968353175,8654.005031646824,2.310979899828333e-05,8654.078437922444,8654.163396362608,-0.3000000000010914,-0.3999999999996362,-3.466524924322645e-05,0.0,0.2083641146373099,lost,seguro,
8653.6,8653.61,8653.59,8654.35,8654.86575187834,8653.83424812166,2.0670375963136464e-05,8653.839218961222,8653.975597575072,-0.2999999999992724,-0.6000000000003638,-8.088464693833952e-05,0.0,0.2422427430913702,lost,arriscado,
8653.5,8653.51,8653.49,8654.289999999999,8654.899590026174,8653.680409973824,1.933559960797472e-05,8653.66960948061,8653.817065050049,-0.1000000000003638,-0.3999999999996362,-8.088558156738035e-05,0.0,0.1981618287277741,won,seguro,
8653.6,8653.61,8653.59,8654.25,8654.926756972638,8653.573243027362,1.933593476940108e-05,8653.634804740304,8653.744710033367,0.1000000000003638,0.0,-3.4666450964171425e-05,0.0,0.1687745524853767,won,seguro,
8653.5,8653.51,8653.49,8654.2,8654.940270220943,8653.459729779059,1.9335878913012364e-05,8653.567402370152,8653.663140022245,-0.1000000000003638,0.0,-1.155588425627574e-05,0.0,0.1491830349904452,won,seguro,
8653.8,8653.81,8653.789999999999,8654.16,8654.89593477973,8653.42406522027,2.6351259689334048e-05,8653.683701185077,8653.70876001483,0.2999999999992724,0.1999999999989086,3.466805338869783e-05,0.0,0.2027886899934603,lost,seguro,
8653.5,8653.51,8653.49,8654.109999999999,8654.881751255272,8653.338248744725,2.6351382657344463e-05,8653.591850592538,8653.639173343221,-0.2999999999992724,0.0,-1.155588425627574e-05,0.0,0.2385257933288037,won,seguro,
8653.4,8653.41,8653.39,8654.060000000001,8654.878290901832,8653.24170909817,2.635139437002568e-05,8653.495925296269,8653.559448895481,-0.1000000000003638,-0.3999999999996362,-1.1556017796343632e-05,0.0,0.1956838622193965,won,seguro,
8651.3,8651.31,8651.289999999999,8651.6,8651.903315017764,8651.296684982237,1.0338391016544916e-05,8651.384205285645,8651.437291002068,-0.1000000000003638,-0.2000000000007276,-3.467566692882951e-05,0.0,0.1099994719721697,won,seguro,
8651.2,8651.210000000001,8651.19,8651.58,8651.929857113691,8651.230142886308,1.033843582942831e-05,8651.292102642823,8651.35819400138,-0.0999999999985448,-0.1999999999989086,-3.467606773388532e-05,0.0,0.1099996479810341,lost,seguro,
8651.3,8651.31,8651.289999999999,8651.57,8651.939323706252,8651.200676293747,1.0338615083190056e-05,8651.296051321411,8651.33879600092,0.0999999999985448,0.0,-1.1558822849533357e-05,0.0,0.1099997653202771,won,seguro,
8651.2,8651.210000000001,8651.19,8651.560000000001,8651.956988664826,8651.163011335177,1.0338659895102253e-05,8651.248025660705,8651.29253066728,-0.0999999999985448,0.0,-1.1558956457213831e-05,0.0,0.1099998435464391,lost,seguro,
8650.9,8650.91,8650.89,8651.53,8652.020306026885,8651.039693973116,1.6347021943832884e-05,8651.074012830351,8651.161687111522,-0.3000000000010914,-0.3999999999996362,-3.467727020545208e-05,0.0,0.1766665623647293,won,seguro,
8650.8,8650.81,8650.789999999999,8651.49,8652.072752091373,8650.907247908626,1.6347021944925055e-05,8650.937006415175,8651.041124741016,-0.1000000000003638,-0.4000000000014552,-5.779478228706836e-05,0.0,0.1544443749100136,won,seguro,
8650.7,8650.710000000001,8650.69,8651.439999999999,8652.10753277073,8650.772467229268,1.6347021946017253e-05,8650.818503207589,8650.92741649401,-0.0999999999985448,-0.1999999999989086,-5.779545034212408e-05,0.0,0.1396295832729301,won,seguro,
8651.2,8651.210000000001,8651.19,8651.41,8652.063911308971,8650.756088691029,3.506194069550997e-05,8651.009251603795,8651.018277662675,0.5,0.4000000000014552,3.467847276028557e-05,0.0,0.2630863888486928,won,seguro,
8651.1,8651.11,8651.09,8651.380000000001,8652.032993108694,8650.727006891308,3.5061949505607e-05,8651.054625801899,8651.045518441784,-0.1000000000003638,0.3999999999996362,3.467887363028943e-05,0.0,0.2120575925659892,won,seguro,
8650.8,8650.81,8650.789999999999,8651.33,8651.999626761712,8650.660373238288,3.506204201102085e-05,8650.927312900949,8650.96367896119,-0.3000000000010914,-0.4000000000014552,1.155975816979904e-05,0.0,0.244705061711096,won,seguro,
8651.3,8651.31,8651.289999999999,8651.3,8651.916441400297,8650.683558599701,4.325194030348028e-05,8651.113656450474,8651.075785974128,0.5,0.1999999999989086,1.1559090068224975e-05,0.0,0.3331367078074701,lost,seguro,
8651.6,8651.61,8651.59,8651.289999999999,8651.87957611892,8650.700423881079,4.1997683070846926e-05,8651.356828225238,8651.250523982751,0.3000000000010914,0.8000000000010914,5.779611841272292e-05,0.0,0.3254244718720833,won,seguro,
8651.7,8651.710000000001,8651.69,8651.29,8651.879576118921,8650.70042388108,3.655396076864732e-05,8651.52841411262,8651.400349321835,0.1000000000003638,0.4000000000014552,0.0001040366208906,0.0,0.2536163145815829,won,seguro,
8651.8,8651.81,8651.789999999999,8651.3,8651.916441400297,8650.683558599701,3.429074842184659e-05,8651.66420705631,8651.533566214557,0.0999999999985448,0.1999999999989086,5.779478228706836e-05,0.0,0.2057442097206429,won,seguro,
8651.9,8651.91,8651.89,8651.32,8651.985131565933,8650.654868434067,2.067886594025105e-05,8651.782103528156,8651.655710809704,0.1000000000003638,0.1999999999989086,3.467566692849644e-05,0.0,0.1738294731472893,won,seguro,
8651.6,8651.61,8651.59,8651.32,8651.985131565933,8650.654868434067,2.532334373053598e-05,8651.691051764079,8651.637140539802,-0.2999999999992724,-0.1999999999989086,-1.15584220442555e-05,0.0,0.2192196487646898,won,seguro,
8651.5,8651.51,8651.49,8651.32,8651.985131565933,8650.654868434067,2.0676035199997004e-05,8651.59552588204,8651.591427026535,-0.1000000000003638,-0.3999999999996362,-3.4674865345807326e-05,0.0,0.1828130991766539,won,seguro,
8651.4,8651.41,8651.39,8651.31,8651.96391130897,8650.656088691028,1.93406439920475e-05,8651.49776294102,8651.52761801769,-0.1000000000003638,-0.2000000000007276,-5.7790774280808144e-05,0.0,0.1585420661179633,won,seguro,
8651.1,8651.11,8651.09,8651.289999999999,8651.94391130897,8650.636088691028,1.934096336783252e-05,8651.29888147051,8651.38507867846,-0.2999999999992724,-0.3999999999996362,-5.779277821438278e-05,0.0,0.2090280440784724,lost,seguro,
8650.8,8650.81,8650.789999999999,8651.26,8651.945273667961,8650.574726332039,1.266201951463399e-05,8651.049440735254,8651.190052452308,-0.3000000000010914,-0.6000000000003638,-8.09108247125101e-05,0.0,0.2426853627194181,lost,seguro,
8650.5,8650.51,8650.49,8651.220000000001,8651.980526133675,8650.459473866327,1.2662824472222448e-05,8650.774720367626,8650.960034968206,-0.2999999999992724,-0.6000000000003638,-0.0001040294056452,0.0,0.265123575146109,won,seguro,
8650.4,8650.41,8650.39,8651.18,8652.020476055579,8650.339523944422,1.2662421962603608e-05,8650.587360183814,8650.77335664547,-0.1000000000003638,-0.3999999999996362,-8.09145657778565e-05,0.0,0.2134157167642667,won,seguro,
8650.9,8650.91,8650.89,8651.140000000001,8651.458747549012,8650.82125245099,1.2662714675635188e-05,8650.892058047837,8650.924522762274,0.1000000000003638,0.0,-1.155935729979518e-05,0.0,0.1099994719721625,won,seguro,
8650.8,8650.81,8650.789999999999,8651.119999999999,8651.469857113689,8650.77014288631,1.033913793449796e-05,8650.846029023918,8650.88301517485,-0.1000000000003638,0.0,-1.1559490920021176e-05,0.0,0.1099996479816357,won,seguro,
8650.8,8650.81,8650.789999999999,8651.095,8651.460923489269,8650.72907651073,1.0339152872806726e-05,8650.82301451196,8650.8553434499,0.0,-0.1000000000003638,0.0,0.2,0.079999765321236,won,seguro,
8651.3,8651.31,8651.289999999999,8651.09,8651.441567916625,8650.738432083375,2.878318469321104e-05,8651.06150725598,8651.003562299935,0.5,0.5,4.6237963680084704e-05,0.2,0.2233331768808967,won,seguro,
8651.2,8651.210000000001,8651.19,8651.085,8651.427198772644,8650.742801227354,2.8783088103808576e-05,8651.13075362799,8651.06904153329,-0.0999999999985448,0.4000000000014552,4.6238498173645226e-05,0.2,0.1855554512535188,won,seguro,
8651.1,8651.11,8651.09,8651.08,8651.418230690504,8650.741769309496,3.0143633510544688e-05,8651.115376813996,8651.079361022194,-0.1000000000003638,-0.1999999999989086,3.467887363028943e-05,0.2,0.1603703008358732,lost,seguro,
8651.4,8651.41,8651.39,8651.085,8651.438694783676,8650.731305216323,3.101727936196498e-05,8651.257688406997,8651.186240681463,0.2999999999992724,0.1999999999989086,1.1558956457546898e-05,0.2,0.2102468672237457,won,seguro,
8651.3,8651.31,8651.289999999999,8651.09,8651.452767142944,8650.727232857056,3.269498872165744e-05,8651.278844203498,8651.224160454309,-0.1000000000003638,0.1999999999989086,1.1559090068224975e-05,0.0,0.1768312448160245,lost,seguro,
8651.6,8651.61,8651.59,8651.105,8651.52201318924,8650.687986810759,2.5324624321968083e-05,8651.43942210175,8651.349440302874,0.3000000000010914,0.2000000000007276,5.779611841272292e-05,0.0,0.2212208298777862,lost,seguro,
8651.7,8651.710000000001,8651.69,8651.130000000001,8651.620306026887,8650.639693973115,2.3118113337991263e-05,8651.569711050875,8651.46629353525,0.1000000000003638,0.4000000000014552,3.467646854860007e-05,0.0,0.1841472199187181,won,seguro,
8651.6,8651.61,8651.59,8651.145,8651.672162214125,8650.617837785876,2.3117946333173983e-05,8651.584855525438,8651.510862356834,-0.1000000000003638,0.0,3.467686937241865e-05,0.0,0.1594314799460061,won,seguro,
8651.1,8651.11,8651.09,8651.140000000001,8651.666877594895,8650.613122405108,3.428858646472605e-05,8651.34242776272,8651.373908237889,-0.5,-0.6000000000003638,-5.779277821438278e-05,0.0,0.2762876532974102,won,seguro,
8651.4,8651.41,8651.39,8651.155,8651.69342362504,8650.616576374961,3.86829846129974e-05,8651.37121388136,8651.382605491926,0.2999999999992724,-0.2000000000007276,-3.46752661327665e-05,0.0,0.2875251021981037,won,seguro,
8651.5,8651.51,8651.49,8651.18,8651.733534100125,8650.626465899875,3.505938131764285e-05,8651.43560694068,8651.421736994618,0.1000000000003638,0.3999999999996362,-1.1558555642943167e-05,0.0,0.2283500681322631,lost,seguro,
8651.7,8651.710000000001,8651.69,8651.210000000001,8651.806322060638,8650.613677939364,3.655189042863987e-05,8651.567803470341,8651.514491329746,0.2000000000007276,0.3000000000010914,6.935534209517868e-05,0.0,0.2222333787551573,won,seguro,
8651.2,8651.210000000001,8651.19,8651.22,8651.808557558783,8650.631442441216,4.50639331720275e-05,8651.383901735171,8651.409660886498,-0.5,-0.2999999999992724,-2.311764569884467e-05,0.0,0.3181555858368443,won,seguro,
8651.3,8651.31,8651.289999999999,8651.23,8651.816856030046,8650.643143969954,3.6184203212824665e-05,8651.341950867585,8651.373107257667,0.0999999999985448,-0.4000000000014552,-2.31173784893679e-05,0.0,0.2487703905574839,won,seguro,
8651.4,8651.41,8651.39,8651.25,8651.831377674152,8650.668622325848,3.2692390606901185e-05,8651.370975433792,8651.382071505112,0.1000000000003638,0.1999999999989086,-3.46752661327665e-05,0.0,0.2025135937051833,won,seguro,
8651.9,8651.91,8651.89,8651.3,8651.922896460097,8650.677103539902,4.1994472560089765e-05,8651.635487716896,8651.55471433674,0.5,0.6000000000003638,8.09136304789071e-05,0.0,0.3050090624701949,lost,seguro,
8652.0,8652.01,8651.99,8651.36,8652.009307323235,8650.710692676766,4.135331014763668e-05,8651.817743858448,8651.703142891161,0.1000000000003638,0.6000000000003638,8.091269520194011e-05,0.0,0.2400060416469906,won,seguro,
8651.6,8651.61,8651.59,8651.43,8651.988927544506,8650.871072455495,4.135251480776208e-05,8651.629435964613,8651.623619062739,0.1000000000003638,-0.3999999999996362,-3.467446456839607e-05,0.0,0.2566693518433495,lost,seguro,
8651.9,8651.91,8651.89,8651.485,8651.999878626482,8650.970121373519,4.3247441048576026e-05,8651.764717982307,8651.715746041826,0.2999999999992724,0.3999999999996362,-1.1558021266844244e-05,0.0,0.2744462345620632,lost,seguro,
8652.2,8652.210000000001,8652.19,8651.53,8652.123632883195,8650.936367116807,3.798392406156679e-05,8651.982358991154,8651.877164027885,0.3000000000010914,0.6000000000003638,8.091082471262112e-05,0.0,0.2862974897084787,won,seguro,
8652.3,8652.31,8652.289999999999,8651.585000000001,8652.246135387051,8650.92386461295,3.798391186853311e-05,8652.141179495577,8652.018109351924,0.0999999999985448,0.3999999999996362,8.090988950004707e-05,0.0,0.2275316598052401,won,seguro,
8652.0,8652.01,8651.99,8651.630000000001,8652.275290632206,8650.984709367796,2.8311172776445536e-05,8652.07058974779,8652.012072901283,-0.2999999999992724,-0.2000000000007276,1.1558154856095015e-05,0.0,0.255021106536657,won,seguro,
8651.7,8651.710000000001,8651.69,8651.645,8652.282102817457,8651.007897182544,3.50573420200487e-05,8651.885294873895,8651.908048600857,-0.2999999999992724,-0.5999999999985448,-5.778877048612241e-05,0.0,0.2733474043576016,won,seguro,
8651.8,8651.81,8651.789999999999,8651.67,8652.29000000001,8651.04999999999,3.101324627743753e-05,8651.842647436948,8651.872032400572,0.0999999999985448,-0.2000000000007276,-5.778810258538769e-05,0.0,0.218898269571322,won,seguro,
8651.9,8651.91,8651.89,8651.685,8652.311976873585,8651.058023126414,2.5322099800898014e-05,8651.871323718475,8651.881354933714,0.1000000000003638,0.1999999999989086,-1.1558021266844244e-05,0.0,0.1825988463810754,won,seguro,
8652.0,8652.01,8651.99,8651.7,8652.341872261444,8651.058127738557,2.532217296808565e-05,8651.935661859237,8651.920903289143,0.1000000000003638,0.2000000000007276,3.467526613265548e-05,0.0,0.1583992309209109,lost,seguro,
8652.3,8652.31,8652.289999999999,8651.735,8652.425724257582,8651.044275742419,2.532239245776064e-05,8652.11783092962,8652.04726885943,0.2999999999992724,0.3999999999996362,5.779144224327126e-05,0.0,0.2089328206137708,won,seguro,
8652.4,8652.41,8652.39,8651.8,8652.484105255067,8651.115894744931,1.0337763688889258e-05,8652.258915464809,8652.164845906285,0.1000000000003638,0.3999999999996362,5.779077428069712e-05,0.0,0.1759552137427079,won,seguro,
8652.1,8652.11,8652.09,8651.835000000001,8652.505149237122,8651.16485076288,2.532169738416068e-05,8652.179457732404,8652.143230604192,-0.2999999999992724,-0.1999999999989086,1.155802126673322e-05,0.0,0.2206368091616355,won,seguro,
8652.2,8652.210000000001,8652.19,8651.869999999999,8652.539626761722,8651.200373238276,2.532167909203718e-05,8652.189728866202,8652.162153736128,0.1000000000003638,-0.1999999999989086,-1.1557620516966516e-05,0.0,0.1837578727746177,won,seguro,
8651.3,8651.31,8651.289999999999,8650.76,8651.239165942028,8650.280834057972,2.1126968061966448e-10,8651.2007337505,8651.11285922675,0.0999999999985448,0.1999999999989086,3.46780718991635e-05,0.0,0.1099994719715083,won,seguro,
8651.4,8651.41,8651.39,8650.8,8651.347722557504,8650.252277442494,2.1126476545141674e-10,8651.30036687525,8651.208572817834,0.1000000000003638,0.1999999999989086,3.467767104758934e-05,0.0,0.1099996479811995,won,seguro,
8651.3,8651.31,8651.289999999999,8650.84,8651.410613704707,8650.269386295293,1.0338674835304736e-05,8651.300183437625,8651.239048545223,-0.1000000000003638,0.0,1.1559090068224975e-05,0.0,0.1099997653209937,won,seguro,
8651.2,8651.210000000001,8651.19,8650.880000000001,8651.433534100124,8650.326465899878,1.2662238978596293e-05,8651.250091718812,8651.226032363484,-0.0999999999985448,-0.1999999999989086,-1.1558956457213831e-05,0.0,0.1099998435469168,lost,seguro,
8650.9,8650.91,8650.89,8650.9,8651.42535702146,8650.374642978539,1.934200131396217e-05,8651.075045859405,8651.11735490899,-0.3000000000010914,-0.3999999999996362,-5.779411424744474e-05,0.0,0.1766665623650478,won,seguro,
8650.8,8650.81,8650.789999999999,8650.91,8651.419509568113,8650.400490431886,1.634697470689457e-05,8650.937522929702,8651.011569939328,-0.1000000000003638,-0.4000000000014552,-5.779478228706836e-05,0.0,0.1544443749102259,won,seguro,
8650.7,8650.710000000001,8650.69,8650.91,8651.419509568113,8650.400490431886,1.0338704707603276e-05,8650.818761464852,8650.907713292887,-0.0999999999985448,-0.1999999999989086,-5.779545034212408e-05,0.0,0.1396295832730716,won,seguro,
8650.8,8650.81,8650.789999999999,8650.91,8651.419509568113,8650.400490431886,1.6347258158256194e-05,8650.809380732426,8650.871808861924,0.0999999999985448,0.0,-1.1559490920021176e-05,0.0,0.1297530555149688,lost,seguro,
8651.1,8651.11,8651.09,8650.920000000002,8651.436139516023,8650.40386048398,2.635951331647185e-05,8650.954690366212,8650.947872574616,0.3000000000010914,0.3999999999996362,3.467887363028943e-05,0.0,0.1898353703437491,lost,seguro,
8650.8,8650.81,8650.789999999999,8650.92,8651.436139516021,8650.403860483979,2.6359636361059008e-05,8650.877345183106,8650.89858171641,-0.3000000000010914,0.0,1.155975816979904e-05,0.0,0.2298902468962692,won,seguro,
8650.9,8650.91,8650.89,8650.93,8651.436359556046,8650.423640443954,2.6359589483536684e-05,8650.888672591553,8650.899054477606,0.1000000000003638,-0.2000000000007276,1.1559624543355795e-05,0.0,0.1899268312643735,won,seguro,
8650.8,8650.81,8650.789999999999,8650.939999999999,8651.427442304275,8650.452557695722,2.635957190368836e-05,8650.844336295777,8650.866036318404,-0.1000000000003638,0.0,-3.4677671047700365e-05,0.0,0.163284554176443,won,seguro,
8650.7,8650.710000000001,8650.69,8650.95,8651.408257569494,8650.491742430508,2.6359618781360257e-05,8650.772168147889,8650.810690878938,-0.0999999999985448,-0.1999999999989086,-1.1559624543244771e-05,0.0,0.1455230361172163,won,seguro,
8650.8,8650.81,8650.789999999999,8650.960000000001,8651.39543082114,8650.524569178862,1.9342544305879525e-05,8650.786084073945,8650.807127252625,0.0999999999985448,0.0,-1.1559490920021176e-05,0.0,0.1336820240777319,lost,seguro,
8651.1,8651.11,8651.09,8650.98,8651.402374241636,8650.557625758363,1.934292759813364e-05,8650.943042036972,8650.90475150175,0.3000000000010914,0.3999999999996362,3.467887363028943e-05,0.0,0.1924546827189245,won,seguro,
8651.2,8651.210000000001,8651.19,8651.0,8651.42426406871,8650.57573593129,1.934290364318927e-05,8651.071521018486,8651.003167667834,0.1000000000003638,0.4000000000014552,5.779879084921724e-05,0.0,0.164969788479477,won,seguro,
8651.3,8651.31,8651.289999999999,8651.02,8651.460908153698,8650.579091846303,1.634777780776048e-05,8651.185760509243,8651.102111778557,0.0999999999985448,0.1999999999989086,5.779812271700102e-05,0.0,0.1466465256525723,won,seguro,
8651.2,8651.210000000001,8651.19,8651.03,8651.47766058571,8650.582339414292,1.6347541606341137e-05,8651.19288025462,8651.134741185706,-0.0999999999985448,0.0,1.155922368267781e-05,0.0,0.1344310171013026,lost,seguro,
8651.1,8651.11,8651.09,8651.03,8651.47766058571,8650.582339414292,1.934260819481036e-05,8651.146440127312,8651.12316079047,-0.1000000000003638,-0.1999999999989086,-1.155909006844702e-05,0.0,0.1262873447343957,lost,seguro,
8651.0,8651.01,8650.99,8651.02,8651.460908153698,8650.579091846303,1.2662385342115625e-05,8651.073220063656,8651.082107193648,-0.1000000000003638,-0.2000000000007276,-3.4676869372196606e-05,0.0,0.1208582298231245,lost,arriscado,
